,base_name,label,x,y,r,complete
48,VID_20220217_103355_F0.png,baya,642,389,21.97164,False
50,VID_20220217_103355_F0.png,baya,658,421,22.11422,False
52,VID_20220217_103355_F0.png,baya,652,431,25.27583,False
54,VID_20220217_103355_F0.png,baya,788,467,28.68453,False
55,VID_20220217_103355_F0.png,baya,830,447,24.29025,False
56,VID_20220217_103355_F0.png,baya,752,281,31.19012,False
57,VID_20220217_103355_F0.png,baya,802,246,26.2479,False
58,VID_20220217_103355_F0.png,baya,929,381,24.84725,False
59,VID_20220217_103355_F0.png,baya,906,423,26.15755,False
60,VID_20220217_103355_F0.png,baya,945,426,20.51407,False
61,VID_20220217_103355_F0.png,baya,1031,425,22.78037,False
62,VID_20220217_103355_F0.png,baya,1058,386,24.22168,False
64,VID_20220217_103355_F0.png,val_1,346,176,NULL,False
65,VID_20220217_103355_F0.png,keypoint,418,622,NULL,False
66,VID_20220217_103355_F0.png,baya,968,406,26.91357,True
68,VID_20220217_103355_F0.png,baya,962,350,25.31897,True
70,VID_20220217_103355_F0.png,baya,758,336,28.18528,True
73,VID_20220217_103355_F0.png,val_2,433,176,NULL,False
74,VID_20220217_103355_F0.png,cal_1,606,174,NULL,False
76,VID_20220217_103355_F0.png,keypoint,558,553,NULL,False
77,VID_20220217_103355_F0.png,baya,1038,350,31.07797,True
80,VID_20220217_103355_F0.png,baya,1035,314,25.17936,True
82,VID_20220217_103355_F0.png,baya,774,278,28.88771,True
84,VID_20220217_103355_F0.png,baya,809,263,31.67349,True
86,VID_20220217_103355_F0.png,baya,809,362,31.89044,True
88,VID_20220217_103355_F0.png,baya,1077,350,27.10646,True
91,VID_20220217_103355_F0.png,cal_2,664,173,NULL,False
92,VID_20220217_103355_F0.png,baya,754,430,27.60453,True
94,VID_20220217_103355_F0.png,baya,705,253,26.01692,True
96,VID_20220217_103355_F0.png,baya,579,345,29.48237,True
98,VID_20220217_103355_F0.png,baya,869,348,28.77846,True
101,VID_20220217_103355_F0.png,baya,610,249,28.79878,True
104,VID_20220217_103355_F0.png,val_1,288,176,NULL,False
106,VID_20220217_103355_F0.png,val_2,375,176,NULL,False
109,VID_20220217_103355_F0.png,baya,923,359,25.11812,True
111,VID_20220217_103355_F0.png,baya,875,441,23.30861,True
113,VID_20220217_103355_F0.png,baya,899,401,30.37022,True
115,VID_20220217_103355_F0.png,baya,828,389,25.84803,True
117,VID_20220217_103355_F0.png,baya,777,460,26.43321,True
119,VID_20220217_103355_F0.png,baya,726,465,29.1224,True
0,VID_20220217_103216_F0.png,baya,439,450,24.39046,False
2,VID_20220217_103216_F0.png,baya,413,378,23.95763,False
4,VID_20220217_103216_F0.png,baya,476,335,25.72023,False
6,VID_20220217_103216_F0.png,baya,484,405,26.10153,True
8,VID_20220217_103216_F0.png,baya,398,460,19.67257,False
10,VID_20220217_103216_F0.png,baya,481,440,25.25902,False
12,VID_20220217_103216_F0.png,baya,432,347,24.8239,False
14,VID_20220217_103216_F0.png,baya,513,299,22.68324,True
17,VID_20220217_103216_F0.png,baya,446,470,24.77262,False
19,VID_20220217_103216_F0.png,val_1,825,575,NULL,False
21,VID_20220217_103216_F0.png,baya,561,424,23.21734,True
23,VID_20220217_103216_F0.png,baya,578,349,27.61811,True
25,VID_20220217_103216_F0.png,keypoint,344,132,NULL,False
26,VID_20220217_103216_F0.png,baya,563,380,24.64235,False
28,VID_20220217_103216_F0.png,baya,389,378,23.22806,True
30,VID_20220217_103216_F0.png,keypoint,753,293,NULL,False
31,VID_20220217_103216_F0.png,keypoint,652,204,NULL,False
32,VID_20220217_103216_F0.png,keypoint,796,144,NULL,False
33,VID_20220217_103216_F0.png,val_2,741,571,NULL,False
35,VID_20220217_103216_F0.png,baya,512,339,24.81451,True
37,VID_20220217_103216_F0.png,baya,438,420,24.56222,True
41,VID_20220217_103216_F0.png,cal_2,630,567,NULL,False
44,VID_20220217_103216_F0.png,val_2,797,574,NULL,False
45,VID_20220217_103216_F0.png,baya,457,368,25.35587,False
47,VID_20220217_103216_F0.png,baya,391,425,23.91222,True
50,VID_20220217_103216_F0.png,cal_1,686,569,NULL,False
53,VID_20220217_103216_F0.png,val_1,881,578,NULL,False
54,VID_20220217_103216_F0.png,baya,558,305,24.55056,True
56,VID_20220217_103216_F0.png,baya,521,446,21.92282,True
1,VID_20220217_103114_F0.png,cal_2,666,162,NULL,False
2,VID_20220217_103114_F0.png,baya,590,343,27.11549,True
6,VID_20220217_103114_F0.png,baya,729,257,24.71963,True
8,VID_20220217_103114_F0.png,baya,759,336,25.95862,True
10,VID_20220217_103114_F0.png,baya,768,265,23.23984,True
12,VID_20220217_103114_F0.png,val_1,313,153,NULL,False
14,VID_20220217_103114_F0.png,baya,624,364,23.47531,True
16,VID_20220217_103114_F0.png,baya,716,333,23.88996,True
18,VID_20220217_103114_F0.png,keypoint,827,555,NULL,False
19,VID_20220217_103114_F0.png,keypoint,420,576,NULL,False
20,VID_20220217_103114_F0.png,keypoint,934,532,NULL,False
21,VID_20220217_103114_F0.png,keypoint,553,514,NULL,False
23,VID_20220217_103114_F0.png,cal_1,612,161,NULL,False
25,VID_20220217_103114_F0.png,baya,689,369,24.86202,True
27,VID_20220217_103114_F0.png,val_2,449,157,NULL,False
29,VID_20220217_103114_F0.png,baya,697,290,24.77176,True
33,VID_20220217_103114_F0.png,val_1,368,154,NULL,False
34,VID_20220217_103114_F0.png,baya,844,330,23.47957,True
36,VID_20220217_103114_F0.png,baya,628,233,22.10204,True
39,VID_20220217_103114_F0.png,val_2,395,155,NULL,False
40,VID_20220217_103114_F0.png,baya,741,295,21.03759,False
42,VID_20220217_103114_F0.png,baya,780,306,25.529,False
44,VID_20220217_103114_F0.png,baya,802,289,23.98416,False
46,VID_20220217_103114_F0.png,baya,857,325,24.47869,False
48,VID_20220217_103114_F0.png,baya,808,335,23.65777,False
50,VID_20220217_103114_F0.png,baya,686,258,24.16113,False
52,VID_20220217_103114_F0.png,baya,756,396,23.41959,False
54,VID_20220217_103114_F0.png,baya,718,393,22.0765,False
56,VID_20220217_103114_F0.png,baya,679,394,23.80005,False
58,VID_20220217_103114_F0.png,baya,622,386,24.49713,False
60,VID_20220217_103114_F0.png,baya,601,388,21.07274,False
62,VID_20220217_103114_F0.png,baya,584,365,23.13,False
64,VID_20220217_103114_F0.png,baya,612,277,21.96608,False
66,VID_20220217_103114_F0.png,baya,667,323,22.54884,False
68,VID_20220217_103114_F0.png,baya,643,397,19.84341,False
69,VID_20220217_103114_F0.png,baya,714,247,22.95829,False
70,VID_20220217_103114_F0.png,baya,839,366,22.14157,False
72,VID_20220217_103114_F0.png,baya,807,378,23.07161,False
74,VID_20220217_103114_F0.png,baya,782,362,19.02016,False
76,VID_20220217_103114_F0.png,baya,829,293,22.95752,False
78,VID_20220217_103114_F0.png,baya,597,293,21.46369,True
80,VID_20220217_103114_F0.png,baya,633,302,28.83737,True
0,VID_20220217_103042_F0.png,baya,860,442,23.67305,False
2,VID_20220217_103042_F0.png,baya,766,340,23.75647,False
4,VID_20220217_103042_F0.png,baya,656,426,26.40152,False
6,VID_20220217_103042_F0.png,baya,876,295,24.10254,False
8,VID_20220217_103042_F0.png,baya,1016,342,25.98077,False
9,VID_20220217_103042_F0.png,baya,787,299,17.97368,False
10,VID_20220217_103042_F0.png,baya,901,415,25.5032,False
11,VID_20220217_103042_F0.png,baya,992,306,25.52665,False
13,VID_20220217_103042_F0.png,baya,1094,340,19.34942,False
15,VID_20220217_103042_F0.png,baya,903,300,27.46944,False
17,VID_20220217_103042_F0.png,baya,725,456,21.23177,False
19,VID_20220217_103042_F0.png,baya,686,438,23.84955,False
21,VID_20220217_103042_F0.png,baya,696,353,24.94452,False
23,VID_20220217_103042_F0.png,baya,1048,384,23.32117,False
24,VID_20220217_103042_F0.png,baya,681,470,22.77526,False
26,VID_20220217_103042_F0.png,baya,956,423,24.97119,False
28,VID_20220217_103042_F0.png,baya,811,439,26.13001,False
29,VID_20220217_103042_F0.png,baya,745,263,24.76308,True
31,VID_20220217_103042_F0.png,baya,792,393,26.63719,True
33,VID_20220217_103042_F0.png,baya,839,273,22.1795,True
35,VID_20220217_103042_F0.png,baya,787,443,24.50816,True
37,VID_20220217_103042_F0.png,baya,907,408,21.08744,True
39,VID_20220217_103042_F0.png,baya,1074,356,20.60218,True
41,VID_20220217_103042_F0.png,baya,877,320,25.34423,True
43,VID_20220217_103042_F0.png,baya,827,311,26.75706,True
45,VID_20220217_103042_F0.png,baya,866,424,26.08946,True
47,VID_20220217_103042_F0.png,baya,960,353,24.67894,True
49,VID_20220217_103042_F0.png,baya,1005,404,27.15916,True
52,VID_20220217_103042_F0.png,baya,740,459,21.27346,True
54,VID_20220217_103042_F0.png,baya,698,414,25.2446,True
57,VID_20220217_103042_F0.png,cal_2,701,157,NULL,False
58,VID_20220217_103042_F0.png,baya,815,346,24.9996,True
62,VID_20220217_103042_F0.png,baya,1045,378,23.88347,True
64,VID_20220217_103042_F0.png,baya,965,304,24.25387,True
66,VID_20220217_103042_F0.png,keypoint,992,549,NULL,False
67,VID_20220217_103042_F0.png,baya,1049,289,20.16358,True
69,VID_20220217_103042_F0.png,baya,841,395,24.57173,True
71,VID_20220217_103042_F0.png,baya,918,350,24.84854,True
74,VID_20220217_103042_F0.png,val_2,468,155,NULL,False
75,VID_20220217_103042_F0.png,baya,618,363,25.5384,True
77,VID_20220217_103042_F0.png,baya,745,412,26.36854,True
79,VID_20220217_103042_F0.png,baya,754,371,24.43215,True
81,VID_20220217_103042_F0.png,baya,1013,352,29.04927,True
83,VID_20220217_103042_F0.png,baya,613,412,24.91626,True
85,VID_20220217_103042_F0.png,baya,633,459,24.96097,True
87,VID_20220217_103042_F0.png,val_1,324,154,NULL,False
89,VID_20220217_103042_F0.png,baya,656,385,24.67326,True
91,VID_20220217_103042_F0.png,baya,878,372,26.02198,True
93,VID_20220217_103042_F0.png,baya,706,289,26.0862,True
95,VID_20220217_103042_F0.png,cal_1,642,157,NULL,False
97,VID_20220217_103042_F0.png,baya,963,402,21.41495,True
99,VID_20220217_103042_F0.png,keypoint,450,602,NULL,False
100,VID_20220217_103042_F0.png,keypoint,590,541,NULL,False
101,VID_20220217_103042_F0.png,keypoint,882,577,NULL,False
103,VID_20220217_103042_F0.png,val_2,411,155,NULL,False
106,VID_20220217_103042_F0.png,val_1,382,155,NULL,False
107,VID_20220217_103042_F0.png,baya,690,394,24.94615,True
108,VID_20220217_103042_F0.png,baya,643,488,25.9115,True
110,VID_20220217_103042_F0.png,baya,814,453,22.07499,False
0,VID_20220217_103003_F0.png,cal_1,538,178,NULL,False
2,VID_20220217_103003_F0.png,baya,853,244,25.08406,False
4,VID_20220217_103003_F0.png,baya,799,195,23.4047,False
6,VID_20220217_103003_F0.png,baya,857,218,23.38996,False
8,VID_20220217_103003_F0.png,baya,1001,291,23.36547,False
10,VID_20220217_103003_F0.png,baya,1017,363,27.0749,False
12,VID_20220217_103003_F0.png,baya,1102,306,22.77477,False
14,VID_20220217_103003_F0.png,baya,1050,325,23.14822,False
16,VID_20220217_103003_F0.png,baya,1050,370,23.32659,False
18,VID_20220217_103003_F0.png,baya,703,440,21.26068,False
20,VID_20220217_103003_F0.png,baya,1062,289,18.18032,False
21,VID_20220217_103003_F0.png,baya,805,262,25.14517,False
23,VID_20220217_103003_F0.png,baya,702,238,22.16529,False
25,VID_20220217_103003_F0.png,baya,1071,373,23.3573,False
27,VID_20220217_103003_F0.png,baya,982,270,21.80396,False
29,VID_20220217_103003_F0.png,baya,746,429,21.8118,False
31,VID_20220217_103003_F0.png,baya,903,395,24.04202,True
33,VID_20220217_103003_F0.png,baya,817,388,24.94533,True
35,VID_20220217_103003_F0.png,baya,768,435,19.55596,True
37,VID_20220217_103003_F0.png,baya,963,293,29.74054,True
40,VID_20220217_103003_F0.png,baya,700,322,24.77703,True
42,VID_20220217_103003_F0.png,baya,793,475,22.74379,True
44,VID_20220217_103003_F0.png,baya,704,224,18.02794,True
46,VID_20220217_103003_F0.png,baya,841,337,24.63514,True
48,VID_20220217_103003_F0.png,baya,709,377,20.30394,True
51,VID_20220217_103003_F0.png,val_1,415,177,NULL,False
52,VID_20220217_103003_F0.png,baya,837,283,27.46434,True
54,VID_20220217_103003_F0.png,keypoint,497,489,NULL,False
55,VID_20220217_103003_F0.png,keypoint,452,660,NULL,False
56,VID_20220217_103003_F0.png,keypoint,606,594,NULL,False
57,VID_20220217_103003_F0.png,keypoint,962,673,NULL,False
58,VID_20220217_103003_F0.png,val_2,446,178,NULL,False
60,VID_20220217_103003_F0.png,baya,684,450,22.33226,True
62,VID_20220217_103003_F0.png,baya,659,413,20.34454,True
64,VID_20220217_103003_F0.png,baya,915,292,25.81563,True
66,VID_20220217_103003_F0.png,val_1,354,176,NULL,False
68,VID_20220217_103003_F0.png,baya,892,260,29.12473,True
70,VID_20220217_103003_F0.png,baya,742,304,25.3805,True
72,VID_20220217_103003_F0.png,baya,762,267,24.39057,True
74,VID_20220217_103003_F0.png,baya,1090,330,24.9032,True
76,VID_20220217_103003_F0.png,baya,785,308,22.55145,True
78,VID_20220217_103003_F0.png,baya,791,351,23.73076,True
80,VID_20220217_103003_F0.png,baya,781,227,21.02879,True
83,VID_20220217_103003_F0.png,cal_2,601,180,NULL,False
84,VID_20220217_103003_F0.png,baya,1029,323,24.52385,True
88,VID_20220217_103003_F0.png,baya,879,312,26.61766,True
90,VID_20220217_103003_F0.png,baya,714,260,20.846,True
92,VID_20220217_103003_F0.png,baya,642,344,19.64688,True
94,VID_20220217_103003_F0.png,baya,732,348,27.79397,True
96,VID_20220217_103003_F0.png,baya,942,253,21.88255,True
98,VID_20220217_103003_F0.png,baya,732,471,22.29772,True
100,VID_20220217_103003_F0.png,baya,737,198,21.4483,True
102,VID_20220217_103003_F0.png,baya,981,340,28.71271,True
106,VID_20220217_103003_F0.png,val_2,508,178,NULL,False
107,VID_20220217_103003_F0.png,baya,628,383,18.3952,True
109,VID_20220217_103003_F0.png,baya,757,385,23.90659,True
111,VID_20220217_103003_F0.png,baya,900,371,23.28995,True
113,VID_20220217_103003_F0.png,baya,820,194,26.68108,True
115,VID_20220217_103003_F0.png,baya,938,363,27.64782,True
117,VID_20220217_103003_F0.png,baya,711,473,19.8202,False
119,VID_20220217_103003_F0.png,baya,769,492,21.19053,False
121,VID_20220217_103003_F0.png,baya,796,402,24.24628,False
123,VID_20220217_103003_F0.png,baya,831,406,25.62613,False
125,VID_20220217_103003_F0.png,baya,860,366,26.44479,False
127,VID_20220217_103003_F0.png,baya,979,390,24.31444,False
129,VID_20220217_103003_F0.png,baya,1008,392,26.86913,False
131,VID_20220217_103003_F0.png,baya,1024,278,24.62032,False
133,VID_20220217_103003_F0.png,baya,816,234,24.28849,False
135,VID_20220217_103003_F0.png,baya,748,239,22.26415,False
137,VID_20220217_103003_F0.png,baya,1104,349,22.28573,False
0,VID_20220217_102904_F0.png,baya,933,416,23.45205,True
2,VID_20220217_102904_F0.png,baya,775,349,31.12764,True
4,VID_20220217_102904_F0.png,baya,712,454,25.63871,False
6,VID_20220217_102904_F0.png,baya,813,512,24.6757,False
8,VID_20220217_102904_F0.png,baya,652,362,27.46664,False
10,VID_20220217_102904_F0.png,baya,708,428,25.6406,True
13,VID_20220217_102904_F0.png,val_2,529,176,NULL,False
14,VID_20220217_102904_F0.png,cal_1,591,176,NULL,False
16,VID_20220217_102904_F0.png,baya,709,350,26.32362,False
18,VID_20220217_102904_F0.png,baya,795,499,26.70581,False
20,VID_20220217_102904_F0.png,baya,1028,381,21.42995,False
22,VID_20220217_102904_F0.png,baya,804,415,23.77667,False
24,VID_20220217_102904_F0.png,baya,669,403,25.6652,False
26,VID_20220217_102904_F0.png,baya,837,455,26.08066,False
28,VID_20220217_102904_F0.png,baya,944,438,25.20529,False
30,VID_20220217_102904_F0.png,baya,836,298,27.49212,False
32,VID_20220217_102904_F0.png,baya,771,307,28.55187,False
34,VID_20220217_102904_F0.png,baya,959,390,22.20803,False
36,VID_20220217_102904_F0.png,baya,953,337,25.0018,False
39,VID_20220217_102904_F0.png,cal_2,654,177,NULL,False
40,VID_20220217_102904_F0.png,baya,810,308,27.74381,True
42,VID_20220217_102904_F0.png,baya,891,316,24.56415,True
44,VID_20220217_102904_F0.png,baya,756,477,25.72199,True
46,VID_20220217_102904_F0.png,baya,683,377,27.58301,True
49,VID_20220217_102904_F0.png,baya,1016,465,23.87384,True
51,VID_20220217_102904_F0.png,baya,696,466,24.66161,False
53,VID_20220217_102904_F0.png,baya,668,433,25.96715,False
55,VID_20220217_102904_F0.png,baya,991,428,25.36474,False
57,VID_20220217_102904_F0.png,baya,775,273,25.69789,False
59,VID_20220217_102904_F0.png,baya,877,363,26.70325,False
61,VID_20220217_102904_F0.png,baya,888,426,25.59253,False
63,VID_20220217_102904_F0.png,baya,679,285,27.60188,False
65,VID_20220217_102904_F0.png,baya,762,429,23.00782,False
67,VID_20220217_102904_F0.png,baya,821,265,25.00508,False
69,VID_20220217_102904_F0.png,baya,737,358,25.61792,True
71,VID_20220217_102904_F0.png,val_2,470,175,NULL,False
73,VID_20220217_102904_F0.png,baya,664,323,24.75788,True
75,VID_20220217_102904_F0.png,baya,1009,385,25.47881,True
77,VID_20220217_102904_F0.png,baya,826,373,26.70862,True
79,VID_20220217_102904_F0.png,baya,1041,430,24.25077,True
81,VID_20220217_102904_F0.png,keypoint,489,488,NULL,False
82,VID_20220217_102904_F0.png,keypoint,602,592,NULL,False
83,VID_20220217_102904_F0.png,keypoint,447,655,NULL,False
85,VID_20220217_102904_F0.png,val_1,436,174,NULL,False
87,VID_20220217_102904_F0.png,baya,932,330,26.71217,True
89,VID_20220217_102904_F0.png,baya,764,389,27.19357,True
91,VID_20220217_102904_F0.png,baya,872,409,27.0745,True
93,VID_20220217_102904_F0.png,baya,850,334,26.5681,True
95,VID_20220217_102904_F0.png,baya,725,306,25.97151,True
97,VID_20220217_102904_F0.png,baya,876,287,23.27549,False
99,VID_20220217_102904_F0.png,baya,733,501,27.51509,False
101,VID_20220217_102904_F0.png,baya,805,453,26.93195,True
103,VID_20220217_102904_F0.png,baya,766,523,25.67245,False
105,VID_20220217_102904_F0.png,baya,962,454,25.8307,False
107,VID_20220217_102904_F0.png,baya,981,355,23.57484,False
108,VID_20220217_102904_F0.png,val_1,375,174,NULL,False
110,VID_20220217_102904_F0.png,keypoint,951,667,NULL,False
111,VID_20220217_102904_F0.png,baya,934,372,25.42571,True
0,VID_20220217_102806_F0.png,baya,573,408,23.41172,True
2,VID_20220217_102806_F0.png,baya,778,331,26.34008,False
4,VID_20220217_102806_F0.png,baya,583,368,25.24203,False
6,VID_20220217_102806_F0.png,baya,606,284,25.3876,True
8,VID_20220217_102806_F0.png,baya,683,308,24.96237,False
10,VID_20220217_102806_F0.png,baya,874,383,25.70992,False
12,VID_20220217_102806_F0.png,baya,628,249,23.193,False
14,VID_20220217_102806_F0.png,baya,708,336,22.29462,False
16,VID_20220217_102806_F0.png,baya,731,302,24.20744,False
18,VID_20220217_102806_F0.png,baya,823,439,27.01185,False
20,VID_20220217_102806_F0.png,baya,598,264,23.53971,False
22,VID_20220217_102806_F0.png,baya,922,399,28.00904,False
23,VID_20220217_102806_F0.png,baya,780,464,26.32919,False
25,VID_20220217_102806_F0.png,baya,743,458,23.7395,False
27,VID_20220217_102806_F0.png,baya,688,456,24.84192,False
29,VID_20220217_102806_F0.png,baya,646,431,24.77536,False
31,VID_20220217_102806_F0.png,baya,625,439,23.74323,False
33,VID_20220217_102806_F0.png,baya,581,429,24.30315,False
36,VID_20220217_102806_F0.png,baya,916,403,26.18435,True
38,VID_20220217_102806_F0.png,baya,834,382,25.21032,True
40,VID_20220217_102806_F0.png,baya,723,393,27.43082,True
42,VID_20220217_102806_F0.png,baya,593,331,26.70468,True
44,VID_20220217_102806_F0.png,baya,679,368,24.7081,True
46,VID_20220217_102806_F0.png,baya,622,375,25.25173,True
48,VID_20220217_102806_F0.png,baya,639,321,26.71516,True
50,VID_20220217_102806_F0.png,baya,762,371,27.01481,True
52,VID_20220217_102806_F0.png,baya,908,455,26.64808,True
55,VID_20220217_102806_F0.png,cal_2,677,162,NULL,False
56,VID_20220217_102806_F0.png,baya,975,461,25.97306,True
58,VID_20220217_102806_F0.png,baya,868,424,27.50727,True
60,VID_20220217_102806_F0.png,baya,954,434,26.7088,True
62,VID_20220217_102806_F0.png,cal_1,619,163,NULL,False
64,VID_20220217_102806_F0.png,keypoint,849,572,NULL,False
65,VID_20220217_102806_F0.png,baya,869,483,27.20772,True
67,VID_20220217_102806_F0.png,keypoint,965,536,NULL,False
68,VID_20220217_102806_F0.png,keypoint,433,603,NULL,False
69,VID_20220217_102806_F0.png,keypoint,568,539,NULL,False
70,VID_20220217_102806_F0.png,baya,687,251,25.41673,True
72,VID_20220217_102806_F0.png,val_1,310,167,NULL,False
75,VID_20220217_102806_F0.png,val_2,449,166,NULL,False
76,VID_20220217_102806_F0.png,baya,666,403,26.33192,True
78,VID_20220217_102806_F0.png,baya,793,402,25.3805,True
80,VID_20220217_102806_F0.png,val_2,393,167,NULL,False
82,VID_20220217_102806_F0.png,baya,773,449,28.58828,True
84,VID_20220217_102806_F0.png,baya,823,481,23.87572,True
87,VID_20220217_102806_F0.png,baya,926,487,26.53291,True
89,VID_20220217_102806_F0.png,baya,742,326,26.09904,True
91,VID_20220217_102806_F0.png,baya,656,221,23.83548,True
94,VID_20220217_102806_F0.png,val_1,365,167,NULL,False
96,VID_20220217_102806_F0.png,baya,977,410,23.48829,True
98,VID_20220217_102806_F0.png,baya,701,437,27.41697,True
101,VID_20220217_102806_F0.png,baya,607,417,24.25387,True
103,VID_20220217_102806_F0.png,baya,652,273,26.27946,True
0,VID_20220217_102733_F0.png,baya,802,228,22.0629,False
2,VID_20220217_102733_F0.png,baya,848,287,17.46371,False
4,VID_20220217_102733_F0.png,baya,764,371,20.99873,True
6,VID_20220217_102733_F0.png,baya,648,289,24.58714,True
8,VID_20220217_102733_F0.png,baya,984,392,22.45538,True
10,VID_20220217_102733_F0.png,baya,959,352,23.30379,True
12,VID_20220217_102733_F0.png,baya,799,334,25.98603,True
15,VID_20220217_102733_F0.png,baya,850,366,25.45141,True
17,VID_20220217_102733_F0.png,baya,836,315,26.31092,True
19,VID_20220217_102733_F0.png,baya,724,257,23.71943,True
21,VID_20220217_102733_F0.png,keypoint,942,623,NULL,False
23,VID_20220217_102733_F0.png,baya,918,374,23.87174,True
25,VID_20220217_102733_F0.png,baya,1039,392,25.14665,True
28,VID_20220217_102733_F0.png,baya,767,242,27.32036,True
30,VID_20220217_102733_F0.png,baya,788,407,23.42912,True
32,VID_20220217_102733_F0.png,cal_1,581,157,NULL,False
35,VID_20220217_102733_F0.png,val_2,493,157,NULL,False
36,VID_20220217_102733_F0.png,baya,808,269,24.61471,True
38,VID_20220217_102733_F0.png,val_1,464,156,NULL,False
40,VID_20220217_102733_F0.png,baya,922,318,22.61325,True
42,VID_20220217_102733_F0.png,baya,683,290,27.202,True
44,VID_20220217_102733_F0.png,keypoint,507,450,NULL,False
45,VID_20220217_102733_F0.png,keypoint,466,607,NULL,False
46,VID_20220217_102733_F0.png,keypoint,608,545,NULL,False
47,VID_20220217_102733_F0.png,baya,1005,403,22.37543,False
49,VID_20220217_102733_F0.png,baya,709,234,23.73495,False
51,VID_20220217_102733_F0.png,baya,925,301,22.11677,False
53,VID_20220217_102733_F0.png,baya,683,366,20.97199,False
55,VID_20220217_102733_F0.png,baya,688,330,21.96048,False
57,VID_20220217_102733_F0.png,baya,831,401,25.56153,False
59,VID_20220217_102733_F0.png,baya,918,388,22.81126,False
61,VID_20220217_102733_F0.png,baya,754,402,23.7788,False
63,VID_20220217_102733_F0.png,baya,705,400,24.04485,False
65,VID_20220217_102733_F0.png,baya,788,424,22.8175,False
67,VID_20220217_102733_F0.png,baya,868,333,20.37175,False
69,VID_20220217_102733_F0.png,baya,731,300,25.6437,True
72,VID_20220217_102733_F0.png,cal_2,638,157,NULL,False
73,VID_20220217_102733_F0.png,val_2,550,157,NULL,False
75,VID_20220217_102733_F0.png,baya,1054,335,24.23605,True
77,VID_20220217_102733_F0.png,baya,763,469,24.19665,True
80,VID_20220217_102733_F0.png,val_1,407,155,NULL,False
81,VID_20220217_102733_F0.png,baya,670,213,20.88228,True
84,VID_20220217_102733_F0.png,baya,979,314,21.20778,True
86,VID_20220217_102733_F0.png,baya,731,362,21.02731,True
88,VID_20220217_102733_F0.png,baya,710,448,24.70539,True
90,VID_20220217_102733_F0.png,baya,766,331,23.54343,True
92,VID_20220217_102733_F0.png,baya,728,438,23.70662,True
0,VID_20220217_102701_F0.png,baya,875,378,27.30293,False
2,VID_20220217_102701_F0.png,baya,917,349,25.82654,True
7,VID_20220217_102701_F0.png,val_1,473,142,NULL,False
8,VID_20220217_102701_F0.png,baya,752,347,24.25077,True
10,VID_20220217_102701_F0.png,baya,950,302,25.81906,True
12,VID_20220217_102701_F0.png,val_1,413,141,NULL,False
14,VID_20220217_102701_F0.png,val_2,503,143,NULL,False
16,VID_20220217_102701_F0.png,baya,788,393,24.73573,True
18,VID_20220217_102701_F0.png,baya,739,295,23.43325,True
20,VID_20220217_102701_F0.png,baya,900,303,25.18272,True
23,VID_20220217_102701_F0.png,val_2,562,145,NULL,False
24,VID_20220217_102701_F0.png,keypoint,798,688,NULL,False
25,VID_20220217_102701_F0.png,keypoint,477,628,NULL,False
26,VID_20220217_102701_F0.png,keypoint,620,551,NULL,False
27,VID_20220217_102701_F0.png,keypoint,526,438,NULL,False
29,VID_20220217_102701_F0.png,cal_1,622,146,NULL,False
30,VID_20220217_102701_F0.png,baya,769,267,24.88081,True
33,VID_20220217_102701_F0.png,baya,833,380,26.1467,True
35,VID_20220217_102701_F0.png,cal_2,680,147,NULL,False
37,VID_20220217_102701_F0.png,baya,849,338,23.76165,True
40,VID_20220217_102701_F0.png,baya,737,337,19.83315,False
42,VID_20220217_102701_F0.png,baya,919,275,24.08527,False
44,VID_20220217_102701_F0.png,baya,739,378,24.08319,False
46,VID_20220217_102701_F0.png,baya,946,346,26.6852,False
48,VID_20220217_102701_F0.png,baya,892,267,22.93404,False
50,VID_20220217_102701_F0.png,baya,831,298,26.28193,True
52,VID_20220217_102701_F0.png,baya,788,304,27.33768,True
54,VID_20220217_102701_F0.png,baya,866,273,25.06625,True
0,VID_20220217_102613_F0.png,baya,653,248,25.87856,True
2,VID_20220217_102613_F0.png,baya,732,359,28.54085,True
5,VID_20220217_102613_F0.png,cal_2,687,143,NULL,False
6,VID_20220217_102613_F0.png,baya,870,338,22.68942,True
8,VID_20220217_102613_F0.png,val_2,386,139,NULL,False
11,VID_20220217_102613_F0.png,val_2,446,141,NULL,False
12,VID_20220217_102613_F0.png,baya,726,413,24.60589,True
14,VID_20220217_102613_F0.png,baya,629,330,29.4961,True
16,VID_20220217_102613_F0.png,baya,569,365,25.83796,True
18,VID_20220217_102613_F0.png,cal_1,626,142,NULL,False
20,VID_20220217_102613_F0.png,baya,681,293,27.49636,True
23,VID_20220217_102613_F0.png,baya,773,312,25.23529,True
25,VID_20220217_102613_F0.png,baya,728,308,26.87769,True
27,VID_20220217_102613_F0.png,baya,641,406,27.06806,True
30,VID_20220217_102613_F0.png,val_1,356,139,NULL,False
31,VID_20220217_102613_F0.png,baya,816,326,28.72107,True
34,VID_20220217_102613_F0.png,baya,846,296,25.10339,True
36,VID_20220217_102613_F0.png,baya,584,412,24.08319,True
38,VID_20220217_102613_F0.png,baya,607,355,27.15529,True
40,VID_20220217_102613_F0.png,val_1,297,138,NULL,False
43,VID_20220217_102613_F0.png,baya,728,274,25.20575,False
45,VID_20220217_102613_F0.png,baya,798,378,25.10215,False
